cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
Dimpi Singh,NO," Shivshankar Mehta of Koderma District, Block Domchan, Ward No 11 is not getting pension even after being in the disabled and old age. The economic situation is pathetic. In this way there are 13 more people.",anti poverty programs,2019-08-30 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,BDO,CC must screen this video to BDO for clearing and activating for all who are not getting their pension including the old man who is a disable can be a great help and assistance for livelihood.,2019,8,30,2022,11,18,True,screen this video to bdo for clearing and activating for all who are not getting their pension including the old man who is a disable can be a great help and assistance for livelihood.
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," Gomia Basti, Panchayat Pillihari Gurudih, Block – Gomiya, District – Bokaro, Sita Devi at 75 of lives in a small house of 100 years old, now broken. She had a child marriage but never had in-laws. And in the maternal house, the life of a widow is being sacrificed. If she gets a housing scheme from the government, she can get relief.",anti poverty programs,2019-08-02 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,BDO, CC can directly Screen this video to BDO with all previous documents applied before to assist the widow by assigning a house to stay at this age pf 75.,2019,8,2,2022,11,18,True,screen this video to bdo to assist the widow by assigning a house to stay at this age pf 75.
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," Village - Hosir Lohar Tola, Block - Gomia, District - Bokaro, Jharkhand Meera Devi (ward member) and (4) elders filled the form many times to get pension and even got passed but pension has not started yet.",livelihoods,2019-08-31 00:00:00.000,2022-11-18 10:42:09.753,BOKARO,True,False,False,CO, CC must screen this video to CO for sanction of pension for those list of persons for livelihood option.,2019,8,31,2022,11,18,True,screen this video to co for sanction of pension for those list of persons for livelihood option.
 Shikha Paharin,GRADUATE CC,"The 25-year-old daughter of Chandu Paharin is from Chakla pahad, GP Bachcha, Block -Bhandro, was taken away by Dharma Paharin from Delhi, on the pretext of getting her work done peacefully. After searching for a lot of days, Shanti's father reached Delhi, where the Delhi contractor replied to his father that no Dharma Paharin has brought his daughter Shanti. By saying this to the father of Shanti and he returned back without meeting the daughter.",trafficking & migration,2019-07-31 00:00:00.000,2022-11-18 10:44:01.764,SAHEBGANJ,True,False,False,PI, CC must Screen this video to Police in-charge to trace the victim of trafficking. As the father of victim has reached the place but the contractor did not allow to meet her daughter. In this case police is in charge to investigate the case. To speed up this case the police authority must be pressurized to be proactive in tracing the case and the culprit as quickly as possible.,2019,7,31,2022,11,18,True,screen this video to police in-charge to trace the victim of trafficking.
 Saniyaro Devi,SHIKHA PAHARIN,"There is no arrangement of pure drinking water in village Dhanamunji of panchayat Gadarpo under Bhandara block of district Lohardaga. The number of houses is 160 and the population is 963. There is only one village in the village, for which there is a long queue to take water. She wakes up at 2:00 am to fetch water, in which some get water and some don't. == There is no provision of pure drinking water in the village Dhanamunji, panchayat Gadarpo under Bhandara block of district Lohardaga. 160 houses with population of 963 in the same village are suffering. There is long queue for taking water from the village. Women have to wake up at 2:00 am to get water.",water,2021-03-24 00:00:00.000,2022-03-30 13:01:53.727,LOHARDAGA,True,False,True,BDO," To start the conversion process, it is discussed between the CC and the Mental that by now the application has been written and a meeting has been held in the village. Next we will give a written application to the Block Development Officer and PhD Department and then make further strategy",2021,3,24,2022,3,30,True,NA
 Prashant Toppo,GRADUATE CC, About 70 members of 15 houses of village Madgarhi Purvara Tola are facing a lot of difficulties for drinking water due to water tower being damaged since 1 year. The villagers of this tola are forced to drink dirty water from the well due to the non-maintenance of the water tower.,water,2021-10-20 00:00:00.000,2022-03-30 13:01:53.727,GARHWA,True,True,True,NA," Go to the village panchayat and apply and meet the officer and apply to him, go to the block office with the people of the village",2021,10,20,2022,3,30,True,NA
 Prashant Toppo,GRADUATE CC," The water tower has been damaged since November 2020 in Sakhua Tola of Bhandaria village of Bhandaria block under Garhwa district. Due to the deterioration of the water tower, about 60 members of 15 families had to drink water for the whole summer, now that the rainy season has arrived. The water of the well gets spoiled. Due to which even more problems are happening.",anti poverty programs,2021-07-16 00:00:00.000,2022-04-13 05:08:53.191,GARHWA,True,True,True,BDO, adhkari ko video dikhana hai aur avedan dena hai,2021,7,16,2022,4,13,True,NA
 Prashant Toppo,GRADUATE CC," Due to bad condition of road in village Binda of Panchayat Bijka under Bhandaria block of Garhwa district and due to lack of road in 2 hamlets of the village, women are not able to reach home especially in case of delay and illness, due to which pregnant women have to walk on foot. Women have to come till home, even if they want to, they cannot reach the hospital for delivery.",anti poverty programs,2021-09-08 00:00:00.000,2022-03-30 13:01:53.727,GARHWA,True,False,False,NA,"Abhi video banaya hai, baithak kiya hai, panchayat ke mukhiya se aur avedan diya, aage video karenge karenge, Bolck officer bhi meet aur video bhejenge",2021,9,8,2022,3,30,True,NA
 Prashant Toppo,GRADUATE CC,"Malina Toppo of village Khajuri Panchayat Karchali of Bhandaria block under Garhwa district says that in the last lockdown she worked in MNREGA due to financial constraints but 1 year has passed till now 12 laborers have not received MNREGA wages for 6 days, The laborers say that all these family members work as migrant laborers. In September 2020, at the time of the lockdown, Parbal Kispotta had worked in the farm leveling scheme in village Jamauti, 3 km away from his house.",anti poverty programs,2021-09-05 00:00:00.000,2022-03-30 13:01:53.727,GARHWA,True,False,False,NA," cc will bethak in the community and will apply for rights, and will show and share your videos in the community",2021,9,5,2022,3,30,True,NA
 Prashant Toppo,GRADUATE CC," primitive tribe Korva families of village Lidki Tola Nagnaha Panchayat Bijka under Bhandariya block of Garhwa district have not yet been issued ration cards. Because of which these families are facing a lot of problems. 10 other poor families of the same hamlet are also not getting ration due to lack of ration cards. Kanti Devi of the primitive tribe Korva family tells that her husband works as a laborer and she does not get labor everyday, there are 6 people in her house, 10 years ago she was straightened, since then the efforts are going on but till now the ration card has not been made.",anti poverty programs,2021-09-08 00:00:00.000,2022-03-30 13:01:53.727,GARHWA,True,False,True,NA,share the video,2021,9,8,2022,3,30,True,NA
 Binita Oraon,SHIKHA PAHARIN,"In District_Lohardaga, Block-Bhandra, Panchayat_Gadarpo, on 10/09/2022, we held a meeting at Gadparo Panchayat Bhavan, in which people from four villages came, 20 people from four villages were present, out of which widow pension has not been made for 6 women. It's been 18 years since her husband died, she is tired of running around the block, yet her widow's pension hasn't been made. Sumri Oraon tells that she has 4 children whom she takes care of herself. He would have benefited a lot.",anti poverty programs,2022-12-29 00:00:00.000,2023-01-18 12:15:11.407,LOHARDAGA,True,False,True,NA, There will be a meeting in the Panchayat again on 10 October 2022,2022,12,29,2023,1,18,True,NA
 Saniyaro Devi,SHIKHA PAHARIN,"District Lohardaga Block Bhandara, Panchayat Bhaunro, 53 families including Hamida Baby of village Soranda Ambatoli are troubled for water for many years. Government taps have been installed at various places in the village, but due to lack of deep boring, there is no water from any tap. It comes that people have given applications for this many times in block and panchayat, but no action has been taken so far. People want to solve the water problem here by deep boring.",water,2022-06-06 00:00:00.000,2022-07-07 11:30:07.826,LOHARDAGA,True,False,True,BDO," video share karenge, post karenge, video adhikari aur samudaye me dikhayenge,",2022,6,6,2022,7,7,True,NA
 Saniyaro Devi,SHIKHA PAHARIN,"200 families of Bhaunro village under Bhandra block of Lohardaga district are worried about water problem for 20 years, but in 2018, a solar-based water tower was installed by the Department of Drinking Water and Sanitation, in which 170 people have been connected so that water reaches their homes. But Shobha Devi tells that water comes to her house hardly for 10 minutes in the morning, which is not enough, not everyone gets water, due to which people go one to one and a half kilometers away and bring water from outside the village. Application has been given in bar block but till now no resolution has been done.",water,2022-02-05 00:00:00.000,2022-03-30 13:01:53.727,LOHARDAGA,True,False,True,BDO, Block Development Officer will apply to the Department of Drinking Water and Sanitation,2022,2,5,2022,3,30,True,NA
 Nirmala Ekka,NA," Padmashree Simone Uraon of Hariyar Jam Toli Village in Bero block, Ranchi district Jharkhand is nearly 86 years old but not getting the benefit of old age pension or any other government support he is getting and considers neglected",anti poverty programs,2019-09-23 00:00:00.000,2022-11-18 10:44:01.764,RANCHI,True,False,False,BDO, Fill the application to Padmashree Simon Oraon ji and submit a copy of Padmashree medal along with other documents to the block office and also meet BDO,2019,9,23,2022,11,18,True,old age pension should be given to the padamshree simon oran
